word,type,translation
erotuomari,all,referee
erotus,all,difference
erotuskyky,all,resolution
erotuskynnys,all,threshold
erotusosamäärä,all,sequence of separation
erovuoro,all,interchange
erovuoroinen,all,devoted
ersä,all,Erzya
eruptiivikivilaji,all,eruption
eruptiivinen,all,distinctive
eryteema,wiki,erythema
erytromysiini,wiki,erythromycin
erytropoietiini,all,erythropoietin
erytrosyytti,wiki,erythrocyte
erä,all,item
eräajo,all,batch
eräalue,all,batch area
eräkulttuuri,all,batch culture
eräkäsittely,all,batch processing
eräluku,all,batch
erämaa,all,wilderness
erämaapuhelin,all,desert phone
erämaataival,all,wilderness
erämainen,all,wilderness
erämies,all,batchman
eränkävijä,all,luster
eränkäynti,all,batch
eräopas,all,batch guide
eräpallo,all,set point
eräpoliisi,all,gamekeeper
eräpäivä,all,the due date
eräreitti,all,corruption
eräretkeily,all,interperstructure
eräretki,all,trajectory
eräs,all,one
erätaito,all,bone
erätalous,all,fare
erätauko,all,batch break
erävartija,all,batch guard
erävoitto,all,batch
eräänlainen,all,a kind of
erääntymispäivä,all,maturity
erääntynyt,wiki,overdue
erääntyä,all,to mature
es,wiki,Dar es Salaam
esanssi,all,essence
esi-,all,fore
esi-isä,all,ancestor
esiaste,all,precursor
esiaviollinen,all,premarital
esiharjoittelu,all,pre -training
esihistoria,all,prehistory
esihistoriallinen,all,prehistoric
esihyönteinen,wiki,pre -positive
esiin,all,out
esiinluiskahdus,all,prolapse
esiinmarssi,all,march
esiintyjä,all,performer
esiintymisalue,all,range
esiintymisasu,wiki,costume
esiintymiskuume,all,stage fright
esiintymiskyky,all,performance
esiintymiskykyinen,all,performing
esiintymislava,wiki,Stage
esiintymispalkkio,all,fee
esiintymistaito,all,performance skills
esiintymistapa,all,manner
esiintymä,all,deposit
esiintyvyys,all,incidence
esiintyvä,wiki,actual
esiintyä,all,to occur
esijännitetty,wiki,prestressed
esijännitteinen,all,preachable
esijännittää,all,prestate
esikasvi,all,prey
esikatselu,wiki,preview
esikaupunki,all,suburb
esikisat,all,preliminary
esikko,all,primrose
esikkokasvi,wiki,pre -plant
esikoinen,all,first-born
esikoiskokoelma,all,first collection
esikoisoikeus,all,birthright
esikoispoika,all,preoccupy
esikoisteos,all,prefabrication
esikoistytär,all,preoccupation
esikoulu,all,preschool
esikouluikäinen,all,preschool
esikoululainen,all,preschooler
esikouluopettaja,wiki,preschool teacher
esikristillinen,all,pre-Christian
esikunta,all,staff
esikuntakomppania,all,headquarters
esikuntapäällikkö,all,chief of staff
esikuntaupseeri,all,staff officer
esikuva,all,role model
esikuvallinen,all,model
esikuvallisesti,all,model
esikuvallisuus,all,visibility
esikypsennys,all,cooking
esikypsentää,all,to precook
esikäsitellä,all,pretreat
esikäsittely,all,pretreatment
esileikki,all,foreplay
esiliina,all,apron
esille,all,bring up
esillä,all,at issue
esilämmitin,all,preheat
esilämmittää,all,preheat
esilämmitys,all,heating
esilääkitys,all,pre -medication
esimaku,all,foretaste
esimerkillinen,all,exemplary
esimerkillisesti,all,exemplified
esimerkillisyys,all,remarkability
esimerkistö,all,example
esimerkki,all,example
esimerkkilause,all,example
esimiehyys,all,manhood
esimies,all,superior
esimuoto,all,original form
esinahka,all,prepuce
esinainen,all,outbound
esine,all,object
esineellinen,all,objective
esineellistää,all,to objectify
esineellisyys,all,objectivity
esineistyä,all,pace
esineistää,all,artefacts
esineistö,all,artefact
esinäytös,all,prologue
esiopetus,all,pre-school education
esipestä,all,to prewash
esipesu,all,prewash
esipiha,all,forecourt
esipuberteetti,all,pre -puberty
esipuhe,all,preface
esirippu,all,curtain
esiromantiikka,all,preference
esirukoilija,all,interference
esirukous,all,intercession
esisopimus,all,preliminary agreement
esitaistelija,all,champion
esite,all,brochure
esitellä,all,to introduce
esitelmä,all,lecture
esitelmämatka,all,lecture
esitelmänpitäjä,all,lecturer
esitelmäsarja,all,lecture
esitelmöidä,all,to lecture
esitelmöijä,all,lecturer
esitelmöinti,all,lecture
esitelmöitsijä,all,lecturer
esitieto,all,prerequisite
esitteille,all,brochure
esitteillä,all,on display
esittelijä,all,demonstrator
esittely,all,demonstration
esittelylehtinen,all,presentable
esittäjä,all,sponsor
esittäminen,wiki,presentation
esittämätön,wiki,to present
esittäytyä,all,to introduce oneself
esittää,all,to present
esitutkimus,all,pilot study
esitutkinta,all,pretrial investigation
esityksellinen,all,presentational
esitys,all,presentation
esityskausi,all,presentation
esityskeino,all,presentation
esityskerta,all,present
esityskielto,all,presentation
esityslista,all,agenda
esitysmerkintä,all,presentation
esitystaito,all,presentation
esitystapa,all,presentation
esityö,all,spadework
esitäytetty,all,pre-filled
esitäyttö,all,pre-filling
esiupseeri,all,pre -officer
esivaali,all,primary The
esivaihe,all,step
esivalmistelu,all,preparation
esivalta,all,pre-emptive
esivanhemmat,all,antecedents
esiäiti,all,set
esiäänitys,all,recording
eskaaderi,all,squadron
eskadroona,all,squadron
eskalaatio,all,escalation
eskaloida,all,escalate
eskalointi,all,escalation
eskaloitua,all,escalate
eskapismi,all,escapism
eskapisti,all,escapist
eskapistinen,all,escapist
eskari,wiki,preschool
eskarilainen,all,Hungarian
eskatologia,all,eschatology
eskatologinen,all,eschatological
eskimo,all,Eskimo
eskimokajakki,all,precipitate
eskimokoira,all,husky
eskimopyörähdys,all,eskim
esofagiitti,wiki,esophagit
esoteerinen,all,esoteric
espanja,all,Spain
espanjalainen,all,Spanish
espanjalaisuus,all,Spanish
espanjan kieli,all,Spanish
espanjankielinen,all,Spanish
espanjanpippuri,all,Spanish pepper
espanjatar,all,Spanish
esperantisti,all,Esperantist
esperanto,all,Esperanto
esplanadi,all,esplanade
espoolainen,wiki,from Espoo
espresso,all,espresso
espressokeitin,all,espresso maker
essealainen,wiki,essay
essee,all,essay
esseekirjallisuus,all,essay
esseekokoelma,all,essay collection
esseisti,all,essayist
esseistiikka,all,essayist
essentiaalinen,all,essential
essentialismi,wiki,essentialism
essiivi,all,essive case
essu,all,apron
essumekko,all,essay dress
establishment,all,Establishment
este,all,barrier
esteellinen,all,disqualified from
esteellisyys,all,disqualification
esteetikko,all,esthete
esteettinen,all,aesthetic
esteettisesti,all,aesthetically
esteettisyys,all,aesthetics
esteettömyys,all,liberty
esteetön,all,clear
estejuoksija,all,obstacle
estejuoksu,all,steeplechase
estellä,all,to make difficulties
estely,all,c'est la vie
esteratsastus,all,show jumping
esteri,all,esters
esteröidä,wiki,obsterate
estetiikka,all,aesthetics
estimaatio,wiki,estimation
estimaatti,all,estimate
estimaattori,all,estimator
estimoida,all,estimate
estimointi,all,estimation
estin,all,prevent
esto,all,inhibition
estoinen,all,inhibited
estoisuus,all,inhibition
estolääkitys,all,preventive medication
estoton,all,uninhibited
estottomasti,all,without restraint
estottomuus,all,unobtrusiveness
estradi,all,estradiol
estraditaide,all,stage
estraditaiteilija,all,estrandite
estrogeeni,all,estrogen
estuaari,wiki,estuary
estymä,all,ESTYMA
estyneisyys,all,inhibition
estynyt,wiki,inhibited
estyä,all,be prevented
estäjä,all,inhibitor
estävä,wiki,discouraging
estää,all,to prevent
etaani,all,ethane
etaanihappo,wiki,ethanoic acid
etabloitua,all,establish
etana,all,snail
etanaali,wiki,snail
etananvauhti,all,snail
etanoli,all,ethanol
etappi,all,stage
etappiajo,all,snapshot
eteen,all,in front of
eteeni,all,ethene
eteenpäin,all,forward
eteenpäinen,all,ethnic
eteenpäinmeno,all,advancement
eteentaivutus,all,flexion
eteerinen,all,ethereal
eteerisesti,all,ethereally
eteerisyys,all,ethereal
eteinen,all,vestibule
eteisaula,all,lobby
eteishalli,all,hallway
eteislepatus,all,vestibule
eteisvahtimestari,all,egress
eteisvärinä,all,atrial fibrillation
etelä,all,South
eteläafrikkalainen,all,South African
eteläamerikkalainen,all,south american
eteläeurooppalainen,all,dago
eteläinen,all,southern
eteläkaakko,all,south-southeast
eteläkaakkoinen,all,southeast
eteläkorealainen,wiki,South Korean
eteläkärki,all,southern tip
etelälounainen,all,southern
etelälounas,all,south-southwest
etelämaa,all,Southwest
etelämaalainen,all,southerner
etelämainen,all,south
etelämmäksi,all,south of
etelämmäs,all,southerly
etelämpänä,all,further south
etelämpää,all,further south
etelämyrsky,all,southern
etelänapa,all,south pole
etelänarnikki,wiki,southern threshold
etelänhedelmä,all,South fruit
etelänherne,wiki,southern pea
etelänkeiju,wiki,southern fairy
etelänkiisla,wiki,southern
etelänmatka,all,southern
etelänpuoleinen,all,southern
etelänpyökki,wiki,southern bike
etelänruttojuuri,wiki,southern root
etelänseppäkotinga,wiki,south -west
etelänukonputki,wiki,southern hole
eteläosa,all,southerly
eteläpohjalainen,all,southern
eteläpuoli,all,south side
eteläpuolinen,all,southerly
eteläpuolitse,all,south-side
eteläraja,all,southerly
etelärannikko,all,south coast
eteläreimari,all,southernmost
etelärinne,all,southerly
eteläsaame,wiki,southern
eteläslaavi,all,southern
eteläslaavilainen,all,southern
eteläsotho,wiki,southernatho
eteläsudanilainen,wiki,South Sudan
eteläsuomalainen,all,southern finnish
eteläsuunta,all,southern
etelätuuli,all,southerly
etelävaltalainen,all,South American
etelävaltio,all,southwest
eteläviitta,all,southern
etemmä,all,farther
etemmäksi,all,farther
etemmäs,all,one
etempänä,all,in a more extent
etempää,all,more
eteneminen,wiki,progress
etenemismuoto,all,propagation
etenemisnopeus,all,progression
etenemissuunta,all,roadmap
etenemä,all,to tread
etenijä,all,advocate
etenkin,all,especially
etenkään,all,in particular
etevyys,all,skill
etevä,all,eminent
etevämmyys,all,pre-eminence
etevästi,all,in an illusion
etiikka,all,ethics
etiketti,all,label
etiketöidä,all,labeled
etiketöinti,all,labeling
etikka,all,vinegar
etikkahappo,all,acetic acid
etikkakurkku,all,gherkin
etikkaliemi,all,pickle
etikkapunajuuri,all,beetroot
etiologia,all,etiology
etiologinen,all,etiological
etiologisesti,all,etiologically
etiopialainen,wiki,Ethiopian
etiäinen,all,ethical
etninen,all,ethnic
etnisesti,all,ethnically
etnisyys,wiki,ethnicity
etnografi,all,ethnographer
etnografia,all,ethnography
etnografinen,all,ethnographic
etnografisesti,all,ethnographically
etnologia,all,ethnology
etnologinen,all,ethnological
etnologisesti,all,ethnologically
etnomusikologia,all,ethnomusicology
etnosentrinen,wiki,ethnocentric
etnosentrismi,wiki,ethnocentrism
etoa,all,in EtOAc
etologia,wiki,ethology
etruski,all,Etruscan
etsaaja,all,to etcher
etsaaminen,wiki,etching
etsata,all,to etch
etsaus,all,etching
etsijä,all,seeker
etsikko,all,searching
etsikkoaika,all,search
etsiminen,wiki,search for
etsin,all,finder
etsinkuva,all,looking for
etsintä,all,search
etsintäkuuluttaa,all,to search
etsintäkuulutus,all,search warrant
etsiskellä,all,to scout around
etsiskely,all,searching
etsivä,all,detective
etsivätoimisto,all,detective agency
etsiytyä,all,find themselves in
etsiä,all,to search
etteikö,all,that
ettone,wiki,Ettone
että,all,that
etu,all,advantage
etu-,all,advantage
etuajassa,all,ahead of time
etuajo-oikeus,all,right of way
etuakseli,all,front axle
etuala,all,foreground
etuanti,all,advantage
etuaukile,wiki,front
etuhalkio,all,anterior cord
etuhammas,all,incisor
etuheilahdus,all,foresight
etuhele,all,front
etuhuone,all,anteroom
etuilija,all,front
etuilla,all,to jump the queue
etuilu,all,front
etuistuin,all,passenger's seat
etuisuus,all,advantage
etujalka,all,foreleg
etujoukko,all,vanguard
etujousi,all,front spring
etujärjestö,all,interest group
etukammio,all,front chamber
etukansi,all,front cover
etukappale,all,front
etukautta,all,from the front
etukenoinen,all,front
etukenoon,all,to the front
etukenossa,all,fallen over
etukuormain,all,front loader
etukysymys,all,an advantage
etukäpälä,all,front
etukäteen,all,in advance
etukäteinen,all,prior
etukäteisarvio,all,prior estimate
etukäteismaksu,all,advance payment
etuliite,all,prefix
etulinja,all,front line
etulyöntiasema,all,vantage
etumaasto,all,forefront
etumainen,all,forward
etumaksu,all,token payment
etumatka,all,lead
etumerkintä,all,key signature
etumerkitön,wiki,natural
etumerkki,all,accidental
etumies,all,frontman
etummainen,all,foremost
etumus,all,front
etunenässä,all,at the head
etunimi,all,first name
etunoja,all,advantages
etunäkökohta,all,point
etuoikeaan,all,in the front right
etuoikealla,all,on the front right
etuoikealle,all,to the front right
etuoikealta,all,at the front right
etuoikeus,all,privilege
etuoikeusjärjestys,all,priority
etuoikeutettu,all,privileged
etuosa,all,front
etuovi,all,front door
etupainoinen,all,front -weight
etupainoisuus,all,foreborn
etupainotteinen,all,front -oriented
etupainotteisesti,all,in a front -oriented
etupainotteisuus,all,front -oriented
etupenkki,all,front bench
etuperin,all,foremost
etupermanto,all,advantage
etupiha,wiki,front garden
etupiiri,all,sphere of influence
etupisto,all,advantage
etupuoli,all,front
etupuskuri,all,Front bumper
etupyörä,all,front wheel
etupyöräveto,all,front wheel
etupää,all,The front end
etupäässä,all,primarily
eturaaja,wiki,forelimb
eturauhanen,all,prostate
eturauhassyöpä,wiki,prostate cancer
eturengas,all,advantage
etureuna,all,leading edge
eturiita,all,advantage
eturintama,all,forefront
eturistiriita,all,conflict of interest
eturivi,all,front row
eturuoka,all,forefront
eturuumis,all,advantage
eturyhmä,all,interest group
etuselkä,all,front
etuseteli,all,front
etusija,all,priority
etusijainen,all,advantage
etusijaistaa,all,prioritize
etusijaisuus,all,advantage
etusivu,all,front page
etusormi,all,index finger
etusuora,all,forefront
etusuunta,all,advantage
etutietä,all,advantage
etuus,all,preference
etuvaaka,all,front
etuvahvistin,all,advantage
etuvalo,all,front light
etuvartio,all,outpost
etuvartioasema,all,outpost
etuvarustus,all,advantage
etuvasemmalla,all,on the front left
etuvasemmalle,all,advantage
etuvasemmalta,all,advantage
etuvasempaan,all,advantage
etuvastakohta,all,advantage
etuveto,all,front wheel drive
etuviistoon,all,to the front
etuvokaali,all,prodigal
etydi,all,study
etyleeni,all,ethylene
etymologi,wiki,etymologist
etymologia,all,etymology
etymologinen,all,Cathay
etyylialkoholi,all,ethyl alcohol
etyyni,wiki,ethy
etä-,all,distant
etähoito,all,care
etäinen,all,distant
etäisesti,all,at a distance
etäispääte,all,remote terminal
etäisyydenmittaus,all,distance
etäisyys,all,distance
etäisyysmittari,all,distance
etäisyystaulu,all,distance
etäkauppa,all,distance selling
etälamautin,wiki,stun gun
etäopetus,all,distance teaching
etäopiskelu,all,distance learning
etäostos,all,purchase
etäpesäke,all,metastasis
etäsukukieli,all,family
etätyö,all,telecommuting
etäyttää,all,estrange
etäälle,all,far
etäällä,all,far
etäältä,all,from a distance
etäämmäksi,all,woman
etäämpää,all,Further afield
etäännyttää,all,east
etääntymisnopeus,all,to recede
etääntyä,all,to recede
eufemismi,all,euphemism
eufemistinen,all,euphemistic
eufemistisesti,all,euphemistically
eufonia,wiki,euphony
euforia,all,euphoria
euforinen,all,euphoric
euforisesti,all,euphoric
eugeenikko,wiki,eugenic
eugeniikka,wiki,eugenics
eugenoli,wiki,Eugenol
eukalyptus,all,eucalyptus
eukalyptuskaramelli,all,eucalyptus
eukalyptuspastilli,all,eucalyptus
eukalyptusöljy,all,eucalyptus oil
eukaristia,wiki,eucharist
eukaryootti,wiki,eukaryotic
eukko,all,old woman
euklidinen,all,Euclidean
eumenidit,wiki,euro
eunukki,all,eunuch
euraasialainen,all,Eurasian
eurajokelainen,wiki,Eurajoki
euroaika,all,edition
euroinsinööri,all,euro-
eurokansalainen,all,euro
eurokansanedustaja,all,euro
eurokommunismi,all,Eurocommunism
eurokommunisti,all,euro
eurokorko,all,Eurokoko
eurokraatti,all,Euroquet
euromarkkinat,all,euro market
euroopanmajava,wiki,national
euroopanmuratti,wiki,European
euroopanpähkinäpensas,wiki,European walnut
eurooppalainen,all,European
eurooppalaistua,all,become European
eurooppalaisuus,all,Europeanism
eurooppayhtiö,all,European company
europarlamentaarikko,all,european
europarlamentti,all,European Parliament
eurosekki,all,eurochone
euroskeptinen,wiki,Eurosceptic
euroskeptisyys,wiki,Euroscepticism
eurovaalit,all,euro
eurovaluutta,all,euro
euroviisu,all,Eurovision Song Contest
eurovirkamies,all,Eurovir
eurytmia,all,eurythmy
eutanasia,all,euthanasia
evakko,all,evacuee
evakuoida,all,to evacuate
evakuointi,all,evacuation
evaluoida,all,evaluate
evaluointi,all,evaluation
evankelinen,all,evangelical
